"Metabolite","type","Estimate_Age","p_value_Age","Estimate_Sex","p_value_Sex","Estimate_Metabolite","Std_Error_Metabolite","df_Metabolite","p_value_Metabolite","Singular_fit_Metabolite","FDR_Metabolite","Compound.Name","CASNumber","Number.Passed","Retention.Time","Measured.Retention.Time","Product.Mass","QualifierMass"
"M.37","HDL_LDL",7e-04,0.4676,0.0343,0.1199,-2e-04,2e-04,75.79,0.2003,"FALSE",0.9457531,"LysoPE(0:0/18:0)","",143,1.872,1.8849,482.3261,483.3297
"M.37","Chol_T_HDL",-0.0043,0.5222,-0.2987,0.0387,0.0015,0.0012,75.82,0.228,"FALSE",0.9457531,"LysoPE(0:0/18:0)","",143,1.872,1.8849,482.3261,483.3297
"M.38","SBP",0.0526,0.6905,-2.8137,0.3151,-0.0022,0.0346,61,0.9504,"TRUE",0.9996524,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","DBP",-0.0193,0.8077,-0.8506,0.6119,-0.0218,0.0208,61,0.2989,"TRUE",0.9457531,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","Insulin",-0.0288,0.6505,-0.7074,0.6027,-0.0194,0.0149,75,0.196,"TRUE",0.9457531,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","Chol_T",-0.2952,0.2876,-3.6609,0.5347,0.0829,0.0567,63.91,0.1491,"FALSE",0.9457531,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","TG",-0.4026,0.4131,-20.8017,0.05259,-0.472,0.1098,68.81,5.539e-05,"FALSE",0.0281647,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","LDL",-0.2324,0.2673,-2.6263,0.5546,0.1147,0.0482,70.38,0.01998,"FALSE",0.9337687,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","HDL",0.0309,0.6757,3.3199,0.03791,0.0658,0.0173,76,0.00028,"TRUE",0.0800899,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","CRP",-0.0014,0.9468,-0.3069,0.4789,-0.005,0.0047,75,0.2904,"TRUE",0.9457531,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","ApoB",-0.122,0.4622,-3.3974,0.3398,0.0211,0.0323,63.01,0.5167,"FALSE",0.968497,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","HDL_LDL",9e-04,0.3881,0.0361,0.1089,2e-04,2e-04,70.21,0.4894,"FALSE",0.9556957,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.38","Chol_T_HDL",-0.0058,0.373,-0.3343,0.0204,-0.0031,0.0015,70.57,0.04095,"FALSE",0.9337687,"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",162,7.77,7.8072,947.7128,949.7194
"M.39","SBP",0.0495,0.7062,-2.9517,0.2892,0.0287,0.0321,61,0.3757,"TRUE",0.9457531,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","DBP",-0.0205,0.7972,-0.8273,0.6232,0.0147,0.0195,61,0.4542,"TRUE",0.9457531,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","Insulin",-0.0182,0.7755,-0.5161,0.7029,0.0153,0.016,75,0.3409,"TRUE",0.9457531,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","Chol_T",-0.249,0.3002,-5.1255,0.3141,0.2166,0.0589,70.98,0.0004508,"FALSE",0.1213443,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","TG",-0.138,0.7792,-16.3134,0.1206,0.4015,0.1228,76,0.00162,"TRUE",0.2744846,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","LDL",-0.2348,0.2599,-4.2397,0.3364,0.1123,0.0518,76,0.03321,"TRUE",0.9337687,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","HDL",0.0188,0.8132,2.4857,0.1431,0.028,0.0198,76,0.1628,"TRUE",0.9457531,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","CRP",0.001,0.9608,-0.2515,0.5604,0.0024,0.0051,75,0.6431,"TRUE",0.9759918,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","ApoB",-0.0991,0.5225,-4.0616,0.2209,0.1031,0.0347,74.94,0.004001,"FALSE",0.3786365,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","HDL_LDL",7e-04,0.4708,0.0351,0.1126,-4e-04,3e-04,71.74,0.1597,"FALSE",0.9457531,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.39","Chol_T_HDL",-0.0041,0.5392,-0.3046,0.03791,0.0025,0.0016,72.8,0.1322,"FALSE",0.9457531,"C84 - 3.5829997","",142,3.583,3.61015,651.5368,652.5398
"M.4","SBP",0.0533,0.6862,-2.9152,0.2989,-0.0081,0.0196,61,0.6801,"TRUE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","DBP",-0.0178,0.822,-0.9261,0.5817,-0.0127,0.0118,61,0.2837,"TRUE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","Insulin",-0.02,0.7465,-0.6839,0.6046,-0.0213,0.0095,75,0.02716,"TRUE",0.9337687,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","Chol_T",-0.3215,0.254,-4.6099,0.44,0.0032,0.0382,71.02,0.9325,"FALSE",0.9996524,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","TG",-0.2568,0.6245,-15.1648,0.1766,0.0145,0.0802,76,0.8565,"TRUE",0.9887281,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","LDL",-0.268,0.2113,-3.9183,0.3892,0.0041,0.0326,76,0.9008,"TRUE",0.9972922,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","HDL",0.0103,0.8981,2.5782,0.1393,0.0023,0.0123,75.61,0.8506,"FALSE",0.987161,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","CRP",0.001,0.9602,-0.3072,0.4668,-0.0062,0.003,75,0.04467,"TRUE",0.9337687,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","ApoB",-0.1296,0.4279,-3.6356,0.2985,0.0046,0.0215,68.22,0.8326,"FALSE",0.9851732,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","HDL_LDL",8e-04,0.4263,0.0347,0.1273,1e-04,2e-04,74.91,0.7345,"FALSE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.4","Chol_T_HDL",-0.0048,0.4871,-0.3066,0.04068,-9e-04,0.001,74.52,0.3793,"FALSE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/14:0/18:4(6Z,9Z,12Z,15Z))","",2,7.197999,NA,841.6355,819.6486
"M.40","SBP",0.0444,0.7361,-3.6458,0.2079,0.0386,0.0297,57.58,0.1999,"FALSE",0.9457531,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","DBP",-0.0257,0.7418,-1.4319,0.3988,0.0311,0.0178,61,0.08571,"TRUE",0.9457531,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","Insulin",-0.022,0.7311,-0.46,0.7406,-2e-04,0.0141,75,0.9915,"TRUE",0.9996524,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","Chol_T",-0.3334,0.235,-6.0587,0.3147,0.0779,0.0534,71.51,0.149,"FALSE",0.9457531,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","TG",-0.2619,0.6176,-16.0825,0.1577,0.0433,0.1136,76,0.7044,"TRUE",0.9759918,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","LDL",-0.2783,0.1885,-5.1671,0.2572,0.0672,0.0456,76,0.145,"TRUE",0.9457531,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","HDL",0.0103,0.8989,2.5137,0.1546,0.0024,0.0174,75.85,0.893,"FALSE",0.9955923,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","CRP",4e-04,0.9832,-0.2406,0.5857,-1e-04,0.0045,75,0.9759,"TRUE",0.9996524,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","ApoB",-0.1432,0.4006,-4.8122,0.1928,0.0581,0.0297,62.98,0.05466,"FALSE",0.9400567,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","HDL_LDL",9e-04,0.3926,0.0405,0.08008,-3e-04,2e-04,74.94,0.1174,"FALSE",0.9457531,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.40","Chol_T_HDL",-0.0051,0.4487,-0.3284,0.02915,0.0017,0.0014,75.27,0.2395,"FALSE",0.9457531,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",162,1.4,1.36235,590.3234,591.3266
"M.41","SBP",0.0517,0.6964,-2.8138,0.3147,0.0017,0.0211,61,0.9344,"TRUE",0.9996524,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","DBP",-0.0131,0.8692,-0.6898,0.6813,-0.0108,0.0127,61,0.397,"TRUE",0.9457531,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","Insulin",-0.0148,0.8142,-0.5549,0.6784,-0.0149,0.0091,75,0.1065,"TRUE",0.9457531,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","Chol_T",-0.326,0.2499,-4.6096,0.4407,0.0084,0.0363,74.63,0.8169,"FALSE",0.9851732,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","TG",-0.2753,0.6005,-15.1557,0.1755,0.0359,0.0753,76,0.6346,"TRUE",0.9759918,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","LDL",-0.2649,0.218,-3.9759,0.3813,-0.0045,0.0307,76,0.8825,"TRUE",0.9941499,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","HDL",0.008,0.9215,2.5748,0.1418,0.0045,0.0116,75.84,0.6997,"FALSE",0.9759918,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","CRP",2e-04,0.9937,-0.2403,0.5784,5e-04,0.0029,75,0.8702,"TRUE",0.9922331,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","ApoB",-0.1305,0.4278,-3.6651,0.2965,0.0026,0.0208,73.38,0.9,"FALSE",0.9971579,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","HDL_LDL",8e-04,0.4345,0.0344,0.1315,0,1e-04,75.99,0.8263,"FALSE",0.9851732,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.41","Chol_T_HDL",-0.0049,0.4693,-0.2976,0.04427,1e-04,0.001,75.97,0.9145,"FALSE",0.9996524,"TG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))","",159,8.216124,8.321517,953.7587,975.7431
"M.42","SBP",0.0512,0.6979,-2.7789,0.3202,-0.0072,0.0252,61,0.7747,"TRUE",0.9802088,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","DBP",-0.0215,0.7865,-0.7027,0.6752,-0.0142,0.0152,61,0.3543,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","Insulin",-0.0277,0.6506,-0.5336,0.6813,-0.0305,0.0113,75,0.00852,"TRUE",0.6091505,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","Chol_T",-0.3364,0.2142,-4.8199,0.399,-0.0767,0.0469,71.97,0.1065,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","TG",-0.3195,0.5126,-16.2012,0.1202,-0.3134,0.0902,76,0.0008426,"TRUE",0.175262,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","LDL",-0.2746,0.1984,-4.0562,0.3694,-0.0346,0.0393,76,0.3816,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","HDL",0.0135,0.868,2.5955,0.1369,0.0138,0.0148,69.74,0.3551,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","CRP",-2e-04,0.9913,-0.251,0.5594,-0.0033,0.0037,75,0.3731,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","ApoB",-0.1358,0.3905,-3.768,0.2644,-0.0331,0.0269,72.66,0.2228,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","HDL_LDL",9e-04,0.3628,0.0351,0.1025,3e-04,2e-04,76,0.07539,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.42","Chol_T_HDL",-0.0053,0.4276,-0.3033,0.03634,-0.0019,0.0012,69.94,0.1185,"FALSE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","",160,8.053249,8.097517,925.7282,927.7324
"M.43","SBP",0.0676,0.6041,-2.5087,0.3633,-0.0343,0.0247,61,0.17,"TRUE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","DBP",-0.0147,0.8541,-0.6704,0.6912,-0.0094,0.0151,61,0.5361,"TRUE",0.9759918,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","Insulin",-0.0229,0.7215,-0.461,0.7347,0.002,0.012,75,0.8704,"TRUE",0.9922331,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","Chol_T",-0.3184,0.2616,-4.644,0.4376,-0.0064,0.0476,75.73,0.8942,"FALSE",0.9955923,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","TG",-0.308,0.5551,-15.321,0.1675,0.115,0.0973,76,0.2408,"TRUE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","LDL",-0.2649,0.2181,-3.9563,0.3835,-0.0055,0.0399,76,0.8899,"TRUE",0.9955923,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","HDL",0.019,0.8149,2.5591,0.141,-0.0182,0.0149,74.91,0.2275,"FALSE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","CRP",0.002,0.923,-0.2472,0.5648,-0.0038,0.0038,75,0.3249,"TRUE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","ApoB",-0.1351,0.4088,-3.6633,0.2928,0.0146,0.0271,74.55,0.5931,"FALSE",0.9759918,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","HDL_LDL",9e-04,0.3688,0.0342,0.1269,-2e-04,2e-04,75.19,0.2908,"FALSE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.43","Chol_T_HDL",-0.0055,0.4107,-0.2982,0.04081,0.0014,0.0012,75.08,0.2499,"FALSE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",7,7.58225,7.633017,947.7131,949.7188
"M.44","SBP",0.0537,0.6837,-2.9303,0.2957,-0.016,0.0308,61,0.6051,"TRUE",0.9759918,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","DBP",-0.0174,0.8258,-0.9225,0.5822,-0.0216,0.0185,61,0.2465,"TRUE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","Insulin",-0.026,0.6792,-0.7732,0.5672,-0.021,0.0128,75,0.1062,"TRUE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","Chol_T",-0.3133,0.2583,-3.8225,0.5163,0.0609,0.0484,57.65,0.2134,"FALSE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","TG",-0.2897,0.5596,-19.1574,0.07402,-0.2982,0.0999,76,0.003831,"TRUE",0.373035,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","LDL",-0.2579,0.2177,-2.8992,0.5156,0.0819,0.0419,76,0.05467,"TRUE",0.9400567,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","HDL",0.0157,0.8397,3.1271,0.06513,0.0439,0.0153,63.04,0.005575,"FALSE",0.5002319,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","CRP",-4e-04,0.9831,-0.3077,0.478,-0.0044,0.0041,75,0.2935,"TRUE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","ApoB",-0.1276,0.4378,-3.5465,0.3157,0.0086,0.0278,58.42,0.759,"FALSE",0.9776186,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","HDL_LDL",9e-04,0.417,0.0349,0.1256,1e-04,2e-04,62.42,0.8031,"FALSE",0.9851732,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.44","Chol_T_HDL",-0.0052,0.4449,-0.3296,0.02692,-0.0024,0.0013,61.35,0.06611,"FALSE",0.9457531,"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",158,7.577,7.608133,945.6976,947.7076
"M.45","SBP",0.0446,0.7345,-2.7549,0.3216,-0.0198,0.0226,61,0.3857,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","DBP",-0.0223,0.7798,-0.7302,0.6644,-0.0086,0.0138,61,0.5336,"TRUE",0.9759918,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","Insulin",-0.0234,0.7146,-0.4373,0.748,-0.0042,0.0112,75,0.7061,"TRUE",0.9759918,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","Chol_T",-0.3179,0.2623,-4.7254,0.431,0.012,0.0458,71.77,0.7937,"FALSE",0.9851732,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","TG",-0.2138,0.6798,-16.1494,0.1447,0.1324,0.0907,76,0.1485,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","LDL",-0.2734,0.2022,-3.8358,0.398,-0.019,0.0374,76,0.6127,"TRUE",0.9759918,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","HDL",0.011,0.8924,2.5483,0.1452,0.0013,0.0141,65.6,0.9294,"FALSE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","CRP",0.0015,0.9404,-0.2644,0.5387,0.0035,0.0035,75,0.3301,"TRUE",0.9457531,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
"M.45","ApoB",-0.1289,0.4351,-3.6921,0.295,0.0018,0.0261,72.63,0.946,"FALSE",0.9996524,"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:0/20:4(8Z,11Z,14Z,17Z))","",156,9.167,9.267083,957.7914,959.797
